Rank,Symbol,Description,NIFTY50,NIFTYNEXT50,NIFTY100,NIFTY200,NIFTY500,NIFTYTOTALMARKET,NIFTYMIDCAP50,NIFTYMIDCAP150,NIFTYMIDCAP100,NIFTYSMALLCAP250,NIFTYSMALLCAP50,NIFTYSMALLCAP100,NIFTYMICROCAP250,SectorialIndex
1447,SATIA,Satia Industries Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1448,20MICRONS,20 Microns Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1449,DWARKESH,Dwarikesh Sugar Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1450,BODALCHEM,Bodal Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1451,BIGBLOC,BIGBLOC Construction Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1452,MUFTI,Credo Brands Marketing Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1453,KOPRAN,Kopran Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1454,MALLCOM,Mallcom (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1455,CCCL,Consolidated Construction Consortium Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1456,KAMDHENU,Kamdhenu Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1457,GEECEE,GeeCee Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1458,LINC,Linc Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1459,MAGADSUGAR,Magadh Sugar & Energy Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1460,MIRCELECTR,MIRC Electronics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1461,THEINVEST,Investment Trust of India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1462,TREL,TransIndia Real Estate Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1463,INDOBORAX,Indo Borax & Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1464,RITCO,Ritco Logistics Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1465,VHLTD,Viceroy Hotels Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1466,HLVLTD,HLV Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1467,NAHARSPING,Nahar Spinning Mills Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1468,OSELDEVICE,Osel Devices Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1469,KECL,Kirloskar Electric Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1470,PPL,Prakash Pipes Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1471,DMCC,DMCC Speciality Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1472,CHEMCON,Chemcon Speciality Chemicals Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1473,ENIL,Entertainment Network (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1474,ZEEMEDIA,Zee Media Corp. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1475,ASAL,Automotive Stampings & Assemblies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1476,FOCE,Foce India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1477,TVSELECT,TVS Electronics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1478,RKSWAMY,R K Swamy Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1479,KSOLVES,Ksolves India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1480,ONWARDTEC,Onward Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1481,RATNAVEER,Ratnaveer Precision Engineering Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1482,RUSHIL,Rushil Decor Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1483,OWAIS,Owais Metal & Mineral Processing Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1484,APTECHT,Aptech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1485,RPPINFRA,RPP Infra Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1486,SAKAR,Sakar Healthcare Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1487,DREAMFOLKS,Dreamfolks Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1488,VLSFINANCE,V L S Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1489,RNFI,RNFI Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1490,IFBAGRO,IFB Agro Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1491,RUBYMILLS,Ruby Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1492,UNITEDPOLY,United Polyfab Gujarat Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1493,ELDEHSG,Eldeco Housing & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1494,GHCLTEXTIL,Ghcl Textiles Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1495,VISAKAIND,Visaka Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1496,SUBEXLTD,Subex Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1497,NAHARPOLY,Nahar Poly Films Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1498,GCSL,Gretex Corporate Services Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1499,GLOSTERLTD,Gloster Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1500,RSWM,RSWM Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1501,STCINDIA,State Trading Corporation of India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1502,SHIVALIK,Shivalik Rasayan Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1503,IGCL,Indogulf Cropsciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1504,URJA,Urja Global Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1505,CELLECOR,Cellecor Gadgets Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1506,ACCENTMIC,Accent Microcell Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1507,ATL,Allcargo Terminals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1508,IRIS,IRIS Business Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1509,MMP,MMP Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1510,ZTECH,Z-Tech (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1511,CHEVIOT,Cheviot Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1512,MENONBE,Menon Bearings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1513,SCHAND,S Chand And Company Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1514,KRITI,Kriti Industries (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1515,GANESHBE,Ganesh Benzoplast Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1516,MANBA,Manba Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1517,APEX,Apex Frozen Foods Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1518,TEJASCARGO,Tejas Cargo India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1519,PAKKA,Pakka Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1520,PROZONER,Prozone Realty Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1521,CSLFINANCE,CSL Finance Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1522,HILINFRA,Highway Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1523,HINDCOMPOS,Hindustan Composites Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1524,NRAIL,NR Agarwal Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1525,FOODSIN,Foods & Inns Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1526,MINDTECK,Mindteck (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1527,VERTOZ,Vertoz Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1528,GFLLIMITED,GFL Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1529,HARDWYN,Hardwyn India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1530,OCCLLTD,OCCL Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1531,REPRO,Repro India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1532,ASIANHOTNR,Asian Hotels (North) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1533,MAHASTEEL,Mahamaya Steel Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1534,ARFIN,Arfin India Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1535,PARSVNATH,Parsvnath Developers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1536,FOCUS,Focus Lighting and Fixtures Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1537,HMVL,Hindustan Media Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1538,DBEIL,Deepak Builders & Engineers India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1539,CONSOFINVT,Consolidated Finvest & Holdings LTd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1540,KILITCH,Kilitch Drugs (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1541,EMAMIPAP,Emami Paper Mills Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1542,MBLINFRA,MBL Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1543,SILINV,SIL Investments Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1544,PYRAMID,Pyramid Technoplast Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1545,CHANDAN,CHANDAN HEALTHCARE LIMITED,No,No,No,No,No,No,No,No,No,No,No,No,No,
1546,PVP,PVP Ventures Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1547,SBGLP,Suratwwala Business Group Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1548,PRIMO,Primo Chemicals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1549,SUTLEJTEX,Sutlej Textiles & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1550,VENUSREM,Venus Remedies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1551,INDSWFTLAB,Ind-Swift Laboratories Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1552,NBIFIN,N.B.I. Industrial Finance Company Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1553,IRISDOREME,Iris Clothings Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1554,SHALPAINTS,Shalimar Paints Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1555,KRONOX,Kronox Lab Sciences Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1556,COMSYN,Commercial Syn Bags Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1557,ALLETEC,All E Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1558,TOLINS,Tolins Tyres Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1559,CLEDUCATE,CL Educate Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1560,SJLOGISTIC,S J Logistics (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1561,SICALLOG,Sical Logistics Limited.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1562,INTLCONV,International Conveyors Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1563,SPECIALITY,Speciality Restaurants Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1564,HTMEDIA,HT Media Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1565,ZODIAC,Zodiac Energy Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1566,MAANALU,Maan Aluminium Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1567,ORIENTPPR,Orient Paper & Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1568,TPLPLASTEH,TPL Plastech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1569,CGRAPHICS,Creative Graphics Solutions India Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1570,EUROBOND,Euro Panel Products Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1571,RADIANTCMS,Radiant Cash Management Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1572,EIFFL,Euro India Fresh Foods Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1573,BAHETI,Baheti Recycling Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1574,MEGATHERM,Megatherm Induction Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1575,ATMASTCO,Atmastco Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1576,DIGISPICE,DiGiSPICE Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1577,LIBERTSHOE,Liberty Shoes Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1578,MAZDA,Mazda Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1579,DBOL,Dhampur Bio Organics Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1580,DAVANGERE,Davangere Sugar Company Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1581,ONMOBILE,OnMobile Global Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1582,SURAJLTD,Suraj Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1583,BORANA,Borana Weaves Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1584,VINSYS,Vinsys IT Services India Private Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1585,NILASPACES,Nila Spaces Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1586,GUJAPOLLO,Gujarat Apollo Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1587,EMKAY,Emkay Global Financial Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1588,RBZJEWEL,RBZ Jewellers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1589,SAHAJSOLAR,Sahaj Solar Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1590,PRECOT,Precot Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1591,KAYA,Kaya Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1592,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1593,MUNJALSHOW,Munjal Showa Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1594,HIGREEN,HI-Green Carbon Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1595,BELLACASA,Bella Casa Fashion & Retail Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1596,MWL,Mangalam Worldwide Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1597,SREEL,Sreeleathers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1598,TARACHAND,Tara Chand Infralogistic Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1599,TRANSWORLD,Transworld Shipping Lines Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1600,SINCLAIR,Sinclairs Hotels Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1601,SOFTTECH,SoftTech Engineers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1602,ARIES,Aries Agro Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1603,VINYLINDIA,Vinyl Chemicals (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1604,TRACXN,Tracxn Technologies Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1605,SPENCERS,Spencer's Retail Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1606,AVONMORE,Avonmore Capital & Management Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1607,DICIND,DIC India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1608,GVKPIL,GVK Power & Infrastructure Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1609,SUKHJITS,Sukhjit Starch & Chemicals Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1610,MODISONLTD,Modison Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1611,KNAGRI,KN Agri Resources Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1612,TIRUPATI,Shree Tirupati Balajee FIBC Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1613,PTL,PTL Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1614,HERCULES,Hercules Hoists Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1615,SRD,Shankar Lal Rampal Dye-Chem Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1616,MGEL,Mangalam Global Enterprise Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1617,PARIN,Parin Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1618,SEJALLTD,Sejal Glass Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1619,ESSARSHPNG,Essar Shipping Limited.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1620,PAVNAIND,Pavna Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1621,HCL_INSYS,HCL Infosystems Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1622,UGARSUGAR,Ugar Sugar Works Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1623,RHL,Robust Hotels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1624,KANPRPLA,Kanpur Plastipack Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1625,JAYBEE,Jay Bee Laminations Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1626,SHRIAHIMSA,Shri Ahimsa Naturals Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1627,PLASTIBLEN,Plastiblends India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1628,DONEAR,Donear Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1629,ORBTEXP,Orbit Exports Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1630,KRITINUT,Kriti Nutrients Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1631,RAMAPHO,Rama Phosphates Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1632,EMAMIREAL,Emami Realty Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1633,VRAJ,Vraj Iron & Steel Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1634,NRL,Nupur Recyclers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1635,PREMIERPOL,Premier Polyfilm Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1636,NDL,Nandan Denim Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1637,SUPREMEPWR,Supreme Power Equipment Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1638,S&SPOWER,S&S Power Switchgear Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1639,MOLDTECH,Mold-Tek Technologies Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1640,KAPSTON,Kapston Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1641,MANORG,Mangalam Organics Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1642,GCHOTELS,Grand Continent Hotels Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1643,AHCL,Anlon Healthcare Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1644,NAHARINDUS,Nahar Industrial Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1645,HINDMOTORS,Hindustan Motors Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1646,NAHARCAP,Nahar Capital & Financial Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1647,TIRUPATIFL,Tirupati Forge Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1648,PANSARI,Pansari Developers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1649,CYBERTECH,CyberTech Systems & Software Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1650,NOVAAGRI,Nova Agritech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1651,MIRZAINT,Mirza International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1652,WSI,W.S. Industries (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1653,BIRLACABLE,Birla Cable Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1654,FILATFASH,Filatex Fashions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1655,SRGHFL,SRG Housing Finance Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1656,ANNAPURNA,Annapurna Swadisht Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1657,MEDICAMEQ,Medicamen Biotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1658,ASHIMASYN,Ashima Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1659,VALIANTLAB,Valiant Laboratories Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1660,FRESHARA,Freshara Agro Exports Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1661,GENUSPAPER,Genus Paper & Boards Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1662,RUBFILA,Rubfila International Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1663,GLOBECIVIL,Globe Civil Projects Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1664,XTGLOBAL,XTGlobal Infotech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1665,GSLSU,Global Surfaces Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1666,INFOLLION,Infollion Research Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1667,DYNPRO,Dynemic Products Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1668,MANAKSIA,Manaksia Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1669,ORIENTCER,Orient Ceratech Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1670,PATILAUTOM,Patil Automation Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1671,ALBERTDAVD,Albert David Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1672,KOTHARIPRO,Kothari Products Limited.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1673,MUTHOOTCAP,Muthoot Capital Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1674,LORDSCHLO,Lords Chloro Alkali Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1675,PCCL,Petro Carbon & Chemicals Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1676,MAHEPC,Mahindra EPC Irrigation Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1677,BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
1678,ABSMARINE,ABS Marine Services Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1679,SIGMA,Sigma Solve Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1680,INFLUX,Influx Healthtech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1681,AARON,Aaron Industries Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1682,RAMANEWS,Shree Rama Newsprint Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1683,RUCHIRA,Ruchira Papers Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1684,SOUTHWEST,South West Pinnacle Exploration Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1685,DENORA,De Nora India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1686,UTSSAV,Utssav CZ Gold Jewels Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1687,VGINFOTECH,Virtual Galaxy Infotech Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1688,ORIENTBELL,Orient Bell Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1689,REMSONSIND,Remsons Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1690,AVPINFRA,Avp Infracon Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1691,KHADIM,Khadim India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1692,BEDMUTHA,Bedmutha Industries Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1693,BANSWRAS,Banswara Syntex Ltd,No,No,No,No,No,No,No,No,No,No,No,No,No,
1694,SUMIT,Sumit Woods Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1695,IEL,Indiabulls Enterprises Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1696,WTICAB,Wise Travel India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1697,SACHEEROME,Sacheerome Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1698,OILCOUNTUB,Oil Country Tubular Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1699,VIESL,Vision Infra Equipment Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1700,BROOKS,Brooks Laboratories Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1701,THOMASCOTT,Thomas Scott (India) Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1702,VIKASLIFE,Vikas Lifecare Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1703,IL&FSENGG,IL&FS Engineering & Construction Co. Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1704,ROSSELLIND,Rossell India Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1705,URAVIDEF,Uravi Defence and Technology Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1706,APCL,Anjani Portland Cement Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1707,AARVEEDEN,Aarvee Denims & Exports Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1708,GOACARBON,Goa Carbon Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1709,HPAL,HP Adhesives Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1710,BALAJIPHOS,Balaji Phosphates Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1711,BPL,BPL Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1712,NAMOEWASTE,Namo eWaste Management Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1713,VISHNUINFR,Vishnusurya Projects & Infra Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
1714,RACE,Race Eco Chain Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1715,BBTCL,B&B Triplewall Containers Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
1716,FCSSOFT,FCS Software Solutions Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
